fare_amount,trip_distance,hour,date,RatecodeID,payment_type,extra,tolls_amount,PickUDropO
18.0,5.6,9,2017-05-02,1,1,0.0,0.0,482
16.5,1.87,9,2017-05-02,1,1,0.0,0.0,501
10.5,1.82,9,2017-05-02,1,2,0.0,0.0,285
22.0,4.73,9,2017-05-02,1,2,0.0,0.0,113
6.0,1.02,9,2017-05-02,1,1,0.0,0.0,475
12.0,1.2,9,2017-05-02,1,1,0.0,0.0,277
11.5,1.9,9,2017-05-02,1,1,0.0,0.0,408
7.0,0.7,9,2017-05-02,1,2,0.0,0.0,150
8.0,1.5,9,2017-05-02,1,1,0.0,0.0,118
4.5,0.7,9,2017-05-02,1,2,0.0,0.0,296
23.0,4.37,9,2017-05-02,1,1,0.0,0.0,194
5.5,0.85,9,2017-05-02,1,2,0.0,0.0,472
6.5,1.05,9,2017-05-02,1,1,0.0,0.0,394
8.0,0.54,9,2017-05-02,1,1,0.0,0.0,391
21.5,5.7,9,2017-05-02,1,2,0.0,0.0,170
39.0,10.9,9,2017-05-02,1,1,0.0,5.76,280
6.0,0.79,9,2017-05-02,1,1,0.0,0.0,211
52.0,19.48,9,2017-05-02,2,1,0.0,5.76,283
10.0,1.65,9,2017-05-02,1,1,0.0,0.0,397
13.5,1.98,9,2017-05-02,1,1,0.0,0.0,325
9.5,1.4,9,2017-05-02,1,1,0.0,0.0,348
8.0,1.4,9,2017-05-02,1,2,0.0,0.0,263
23.0,1.8,9,2017-05-02,1,2,0.0,0.0,205
7.0,1.1,9,2017-05-02,1,1,0.0,0.0,403
9.0,1.58,9,2017-05-02,1,1,0.0,0.0,206
25.5,7.9,9,2017-05-02,1,1,0.0,5.76,428
4.5,0.8,9,2017-05-02,1,1,0.0,0.0,297
27.0,5.67,9,2017-05-02,1,2,0.0,0.0,390
11.0,1.98,9,2017-05-02,1,1,0.0,0.0,378
10.0,1.5,9,2017-05-02,1,1,0.0,0.0,404
11.5,2.45,9,2017-05-02,1,1,0.0,0.0,500
69.0,19.15,9,2017-05-02,3,1,0.0,20.5,231
12.5,0.8,9,2017-05-02,1,2,0.0,0.0,404
4.5,0.63,9,2017-05-02,1,1,0.0,0.0,331
6.0,0.5,9,2017-05-02,1,1,0.0,0.0,294
13.0,2.52,9,2017-05-02,1,1,0.0,0.0,528
4.5,0.25,9,2017-05-02,1,1,0.0,0.0,391
9.0,1.14,9,2017-05-02,1,1,0.0,0.0,377
9.0,1.07,9,2017-05-02,1,2,0.0,0.0,476
5.5,0.83,9,2017-05-02,1,1,0.0,0.0,379
8.5,1.4,9,2017-05-02,1,1,0.0,0.0,473
15.5,1.1,9,2017-05-02,1,2,0.0,0.0,326
7.0,1.02,9,2017-05-02,1,1,0.0,0.0,476
13.5,1.1,9,2017-05-02,1,1,0.0,0.0,400
13.0,2.3,9,2017-05-02,1,1,0.0,0.0,249
7.0,1.2,9,2017-05-02,1,1,0.0,0.0,340
12.0,1.59,9,2017-05-02,1,1,0.0,0.0,419
8.5,1.21,9,2017-05-02,1,2,0.0,0.0,473
5.5,1.05,9,2017-05-02,1,1,0.0,0.0,404
19.0,1.84,9,2017-05-02,1,2,0.0,0.0,348
7.5,1.5,9,2017-05-02,1,2,0.0,0.0,396
6.0,0.8,9,2017-05-02,1,1,0.0,0.0,158
8.5,1.4,9,2017-05-02,1,1,0.0,0.0,138
6.5,0.7,9,2017-05-02,1,1,0.0,0.0,324
26.5,7.8,9,2017-05-02,1,2,0.0,0.0,372
11.0,1.42,9,2017-05-02,1,2,0.0,0.0,340
19.0,4.56,9,2017-05-02,1,2,0.0,0.0,292
37.5,12.02,9,2017-05-02,1,1,0.0,0.0,369
9.5,0.87,9,2017-05-02,1,2,0.0,0.0,270
6.0,0.6,9,2017-05-02,1,1,0.0,0.0,391
13.0,1.42,9,2017-05-02,1,1,0.0,0.0,371
6.0,0.8,9,2017-05-02,1,1,0.0,0.0,261
4.0,0.4,9,2017-05-02,1,2,0.0,0.0,14
8.0,1.0,9,2017-05-02,1,1,0.0,0.0,328
9.0,1.8,9,2017-05-02,1,1,0.0,0.0,241
19.5,2.7,9,2017-05-02,1,1,0.0,0.0,371
12.0,2.33,9,2017-05-02,1,1,0.0,0.0,476
17.0,1.8,9,2017-05-02,1,1,0.0,0.0,393
4.5,0.61,9,2017-05-02,1,1,0.0,0.0,472
2.5,0.0,9,2017-05-02,1,2,0.0,0.0,386
11.0,1.87,9,2017-05-02,1,1,0.0,0.0,408
19.5,4.8,9,2017-05-02,1,1,0.0,0.0,251
8.5,0.95,9,2017-05-02,1,1,0.0,0.0,349
6.0,0.6,9,2017-05-02,1,1,0.0,0.0,283
5.0,0.9,9,2017-05-02,1,2,0.0,0.0,96
4.5,0.62,9,2017-05-02,1,1,0.0,0.0,284
8.0,0.99,9,2017-05-02,1,2,0.0,0.0,399
6.5,0.57,9,2017-05-02,1,1,0.0,0.0,286
20.5,4.63,9,2017-05-02,1,1,0.0,0.0,199
4.0,0.4,9,2017-05-02,1,1,0.0,0.0,473
6.0,1.2,9,2017-05-02,1,2,0.0,0.0,404
7.0,1.3,9,2017-05-02,1,1,0.0,0.0,349
7.5,0.6,9,2017-05-02,1,2,0.0,0.0,278
15.0,2.49,9,2017-05-02,1,2,0.0,0.0,468
18.0,3.15,9,2017-05-02,1,1,0.0,0.0,336
9.5,1.4,9,2017-05-02,1,1,0.0,0.0,333
7.5,0.9,9,2017-05-02,1,1,0.0,0.0,283
3.0,0.1,9,2017-05-02,1,2,0.0,0.0,214
11.5,1.5,9,2017-05-02,1,1,0.0,0.0,408
5.5,0.41,9,2017-05-02,1,2,0.0,0.0,278
5.5,0.65,9,2017-05-02,1,1,0.0,0.0,262
18.5,3.3,9,2017-05-02,1,1,0.0,0.0,273
20.5,4.3,9,2017-05-02,1,1,0.0,0.0,346
15.0,3.0,9,2017-05-02,1,1,0.0,5.76,424
10.5,2.0,9,2017-05-02,1,1,0.0,0.0,302
7.5,0.81,9,2017-05-02,1,1,0.0,0.0,403
32.0,9.17,9,2017-05-02,1,1,0.0,5.76,304
8.0,1.04,9,2017-05-02,1,1,0.0,0.0,136
5.5,1.13,9,2017-05-02,1,2,0.0,0.0,377
7.0,1.42,9,2017-05-02,1,1,0.0,0.0,402
6.5,1.2,9,2017-05-02,1,1,0.0,0.0,192
6.5,1.3,9,2017-05-02,1,1,0.0,0.0,477
14.5,1.12,9,2017-05-02,1,2,0.0,0.0,277
8.5,0.87,9,2017-05-02,1,1,0.0,0.0,432
12.5,1.7,9,2017-05-02,1,1,0.0,0.0,333
9.5,1.9,9,2017-05-02,1,1,0.0,0.0,378
14.5,2.39,9,2017-05-02,1,1,0.0,0.0,382
13.5,2.7,9,2017-05-02,1,1,0.0,0.0,399
9.5,1.1,9,2017-05-02,1,1,0.0,0.0,374
11.5,1.88,9,2017-05-02,1,1,0.0,0.0,416
11.5,1.67,9,2017-05-02,1,1,0.0,0.0,500
4.5,0.5,9,2017-05-02,1,1,0.0,0.0,391
14.0,1.8,9,2017-05-02,1,1,0.0,0.0,356
15.5,4.7,9,2017-05-02,1,2,0.0,0.0,350
29.5,7.2,9,2017-05-02,1,1,0.0,0.0,326
21.5,5.6,9,2017-05-02,1,1,0.0,0.0,470
13.5,1.5,9,2017-05-02,1,1,0.0,0.0,303
6.5,0.9,9,2017-05-02,1,1,0.0,0.0,528
8.0,1.7,9,2017-05-02,1,1,0.0,0.0,485
15.0,2.65,9,2017-05-02,1,1,0.0,0.0,401
18.0,5.8,9,2017-05-02,1,1,0.0,0.0,228
11.5,3.5,9,2017-05-02,1,2,0.0,0.0,309
15.0,2.5,9,2017-05-02,1,1,0.0,0.0,232
12.0,2.1,9,2017-05-02,1,1,0.0,0.0,344
6.0,0.9,9,2017-05-02,1,2,0.0,0.0,100
6.0,0.6,9,2017-05-02,1,1,0.0,0.0,324
4.5,0.5,9,2017-05-02,1,1,0.0,0.0,474
14.5,2.3,9,2017-05-02,1,1,0.0,0.0,111
10.0,1.95,9,2017-05-02,1,1,0.0,0.0,474
13.0,2.2,9,2017-05-02,1,1,0.0,0.0,312
18.0,2.1,9,2017-05-02,1,1,0.0,0.0,230
4.5,0.5,9,2017-05-02,1,1,0.0,0.0,332
19.5,4.84,9,2017-05-02,1,1,0.0,0.0,352
8.0,0.9,9,2017-05-02,1,1,0.0,0.0,399
3.5,0.3,9,2017-05-02,1,1,0.0,0.0,474
5.0,0.4,9,2017-05-02,1,2,0.0,0.0,525
11.5,1.22,9,2017-05-02,1,2,0.0,0.0,480
8.0,0.38,9,2017-05-02,1,1,0.0,0.0,278
10.5,1.2,9,2017-05-02,1,2,0.0,0.0,207
12.5,1.8,9,2017-05-02,1,1,0.0,0.0,336
13.5,1.2,9,2017-05-02,1,1,0.0,0.0,261
18.0,2.98,9,2017-05-02,1,1,0.0,0.0,314
12.0,1.59,9,2017-05-02,1,1,0.0,0.0,395
5.5,0.73,9,2017-05-02,1,2,0.0,0.0,227
19.0,4.0,9,2017-05-02,1,1,0.0,0.0,199
24.5,4.3,9,2017-05-02,1,1,0.0,0.0,402
22.5,2.1,9,2017-05-02,1,1,0.0,0.0,415
8.0,0.0,9,2017-05-02,5,1,0.0,0.0,492
6.0,0.99,9,2017-05-02,1,2,0.0,0.0,476
52.0,17.98,9,2017-05-02,2,1,0.0,5.76,318
52.0,21.6,9,2017-05-02,2,1,0.0,0.0,180
5.5,0.76,9,2017-05-02,1,1,0.0,0.0,190
18.5,6.15,9,2017-05-02,1,2,0.0,0.0,185
5.0,0.3,9,2017-05-02,1,2,0.0,0.0,286
24.0,7.3,9,2017-05-02,1,1,0.0,0.0,383
11.0,1.63,9,2017-05-02,1,1,0.0,0.0,408
6.5,0.74,9,2017-05-02,1,1,0.0,0.0,311
10.5,2.8,9,2017-05-02,1,1,0.0,0.0,492
11.5,2.5,9,2017-05-02,1,1,0.0,0.0,337
4.0,0.23,9,2017-05-02,1,2,0.0,0.0,474
20.0,2.94,9,2017-05-02,1,2,0.0,0.0,417
12.0,2.6,9,2017-05-02,1,1,0.0,0.0,373
5.0,0.62,9,2017-05-02,1,2,0.0,0.0,277
4.5,0.39,9,2017-05-02,1,2,0.0,0.0,244
24.0,6.2,9,2017-05-02,1,2,0.0,0.0,396
7.5,0.6,9,2017-05-02,1,1,0.0,0.0,499
5.0,0.4,9,2017-05-02,1,1,0.0,0.0,334
14.5,1.48,9,2017-05-02,1,1,0.0,0.0,401
5.5,0.73,9,2017-05-02,1,2,0.0,0.0,378
13.0,2.34,9,2017-05-02,1,1,0.0,0.0,500
8.0,0.54,9,2017-05-02,1,2,0.0,0.0,378
7.0,0.86,9,2017-05-02,1,1,0.0,0.0,244
6.5,0.7,9,2017-05-02,1,2,0.0,0.0,391
27.0,6.5,9,2017-05-02,1,2,0.0,0.0,318
5.5,0.81,9,2017-05-02,1,1,0.0,0.0,313
28.5,6.77,9,2017-05-02,1,1,0.0,0.0,422
7.5,1.34,9,2017-05-02,1,1,0.0,0.0,407
17.5,4.82,9,2017-05-02,1,1,0.0,0.0,144
4.5,0.48,9,2017-05-02,1,1,0.0,0.0,525
13.5,3.01,9,2017-05-02,1,1,0.0,0.0,485
11.5,1.4,9,2017-05-02,1,1,0.0,0.0,238
8.5,0.9,9,2017-05-02,1,1,0.0,0.0,234
7.5,0.9,9,2017-05-02,1,1,0.0,0.0,271
8.0,0.9,9,2017-05-02,1,1,0.0,0.0,420
7.0,0.58,9,2017-05-02,1,1,0.0,0.0,499
4.0,0.46,9,2017-05-02,1,2,0.0,0.0,473
8.5,2.21,9,2017-05-02,1,1,0.0,0.0,185
6.0,1.28,9,2017-05-02,1,1,0.0,0.0,376
4.0,0.58,9,2017-05-02,1,1,0.0,0.0,14
4.5,0.26,9,2017-05-02,1,2,0.0,0.0,82
27.0,4.8,9,2017-05-02,1,1,0.0,0.0,274
16.5,3.9,9,2017-05-02,1,2,0.0,0.0,428
12.0,2.07,9,2017-05-02,1,2,0.0,0.0,312
5.5,0.7,9,2017-05-02,1,2,0.0,0.0,500
4.5,0.56,9,2017-05-02,1,2,0.0,0.0,474
7.5,0.87,9,2017-05-02,1,1,0.0,0.0,334
8.5,0.8,9,2017-05-02,1,1,0.0,0.0,394
6.0,0.87,9,2017-05-02,1,1,0.0,0.0,477
8.0,1.0,9,2017-05-02,1,1,0.0,0.0,366
10.5,1.7,9,2017-05-02,1,1,0.0,0.0,333
8.5,1.44,9,2017-05-02,1,2,0.0,0.0,376
9.0,1.44,9,2017-05-02,1,2,0.0,0.0,285
10.0,1.21,9,2017-05-02,1,2,0.0,0.0,303
10.0,2.46,9,2017-05-02,1,2,0.0,0.0,311
41.5,9.52,9,2017-05-02,1,1,0.0,5.76,301
3.5,0.41,9,2017-05-02,1,1,0.0,0.0,324
9.5,0.99,9,2017-05-02,1,1,0.0,0.0,403
10.0,1.15,9,2017-05-02,1,1,0.0,0.0,339
9.0,0.92,9,2017-05-02,1,1,0.0,0.0,462
10.5,2.6,9,2017-05-02,1,2,0.0,0.0,304
11.0,1.5,9,2017-05-02,1,1,0.0,0.0,261
5.5,0.8,9,2017-05-02,1,1,0.0,0.0,347
7.0,0.9,9,2017-05-02,1,1,0.0,0.0,356
21.0,6.0,9,2017-05-02,1,1,0.0,0.0,183
6.5,0.88,9,2017-05-02,1,1,0.0,0.0,209
23.5,5.2,9,2017-05-02,1,1,0.0,0.0,352
13.5,2.61,9,2017-05-02,1,1,0.0,0.0,411
11.5,1.4,9,2017-05-02,1,1,0.0,0.0,398
18.0,4.5,9,2017-05-02,1,1,0.0,0.0,257
47.0,9.9,9,2017-05-02,1,2,0.0,5.76,186
52.0,18.9,9,2017-05-02,2,1,0.0,0.0,295
11.5,1.59,9,2017-05-02,1,1,0.0,0.0,300
4.0,0.5,9,2017-05-02,1,1,0.0,0.0,318
25.0,6.4,9,2017-05-02,1,2,0.0,0.0,392
4.0,0.4,9,2017-05-02,1,1,0.0,0.0,472
52.0,20.4,9,2017-05-02,2,2,0.0,5.76,381
44.5,12.19,9,2017-05-02,1,1,0.0,0.0,248
19.0,2.9,9,2017-05-02,1,1,0.0,0.0,236
5.5,0.55,9,2017-05-02,1,1,0.0,0.0,472
11.0,2.12,9,2017-05-02,1,1,0.0,0.0,222
12.5,1.57,9,2017-05-02,1,1,0.0,0.0,283
9.0,1.36,9,2017-05-02,1,1,0.0,0.0,111
6.0,0.7,9,2017-05-02,1,1,0.0,0.0,324
20.5,3.9,9,2017-05-02,1,1,0.0,0.0,120
8.0,1.4,9,2017-05-02,1,1,0.0,0.0,313
13.5,2.8,9,2017-05-02,1,1,0.0,0.0,387
15.0,2.11,9,2017-05-02,1,1,0.0,0.0,371
11.5,2.5,9,2017-05-02,1,2,0.0,0.0,378
8.0,1.61,9,2017-05-02,1,2,0.0,0.0,474
4.5,0.7,9,2017-05-02,1,1,0.0,0.0,303
14.0,2.2,9,2017-05-02,1,1,0.0,0.0,376
6.5,1.1,9,2017-05-02,1,1,0.0,0.0,303
5.0,0.6,9,2017-05-02,1,1,0.0,0.0,326
8.5,1.7,9,2017-05-02,1,1,0.0,0.0,408
5.5,0.7,9,2017-05-02,1,1,0.0,0.0,270
5.5,0.93,9,2017-05-02,1,1,0.0,0.0,390
5.5,0.9,9,2017-05-02,1,2,0.0,0.0,404
4.0,0.4,9,2017-05-02,1,1,0.0,0.0,525
11.5,1.49,9,2017-05-02,1,1,0.0,0.0,233
10.0,1.3,9,2017-05-02,1,1,0.0,0.0,262
19.5,3.2,9,2017-05-02,1,1,0.0,0.0,304
9.0,1.1,9,2017-05-02,1,1,0.0,0.0,398
11.5,2.1,9,2017-05-02,1,1,0.0,0.0,344
6.0,0.5,9,2017-05-02,1,1,0.0,0.0,100
2.5,0.0,9,2017-05-02,1,1,0.0,0.0,136
10.0,1.5,9,2017-05-02,1,1,0.0,0.0,262
6.5,1.44,9,2017-05-02,1,1,0.0,0.0,405
52.0,17.8,9,2017-05-02,2,2,0.0,5.76,293
11.5,1.4,9,2017-05-02,1,1,0.0,0.0,419
8.0,1.4,9,2017-05-02,1,1,0.0,0.0,475
34.5,8.67,9,2017-05-02,1,1,0.0,5.76,371
8.5,1.55,9,2017-05-02,1,2,0.0,0.0,243
5.5,0.9,9,2017-05-02,1,1,0.0,0.0,277
36.0,11.79,9,2017-05-02,1,1,0.0,5.76,245
4.5,0.5,9,2017-05-02,1,1,0.0,0.0,316
18.5,2.7,9,2017-05-02,1,2,0.0,0.0,212
15.0,3.6,9,2017-05-02,1,2,0.0,0.0,369
16.5,3.2,9,2017-05-02,1,1,0.0,0.0,419
8.0,1.51,9,2017-05-02,1,1,0.0,0.0,378
11.0,2.18,9,2017-05-02,1,1,0.0,0.0,475
14.0,2.33,9,2017-05-02,1,1,0.0,0.0,468
7.5,1.3,9,2017-05-02,1,1,0.0,0.0,101
8.5,1.2,9,2017-05-02,1,1,0.0,0.0,238
13.0,2.6,9,2017-05-02,1,1,0.0,0.0,495
8.5,1.42,9,2017-05-02,1,1,0.0,0.0,262
7.5,0.92,9,2017-05-02,1,2,0.0,0.0,492
29.0,5.7,9,2017-05-02,1,2,0.0,0.0,170
7.5,1.5,9,2017-05-02,1,2,0.0,0.0,465
4.5,0.9,9,2017-05-02,1,2,0.0,0.0,403
18.5,3.8,9,2017-05-02,1,1,0.0,0.0,194
12.5,2.4,9,2017-05-02,1,1,0.0,0.0,465
8.5,0.96,9,2017-05-02,1,2,0.0,0.0,296
7.0,1.13,9,2017-05-02,1,1,0.0,0.0,186
6.5,0.86,9,2017-05-02,1,1,0.0,0.0,118
8.0,1.1,9,2017-05-02,1,2,0.0,0.0,212
8.0,1.31,9,2017-05-02,1,1,0.0,0.0,476
56.0,14.77,9,2017-05-02,1,1,0.0,0.0,303
7.0,1.2,9,2017-05-02,1,1,0.0,0.0,398
16.0,3.2,9,2017-05-02,1,1,0.0,0.0,245
8.0,1.2,9,2017-05-02,1,1,0.0,0.0,299
7.5,1.0,9,2017-05-02,1,2,0.0,0.0,398
10.5,2.5,9,2017-05-02,1,2,0.0,0.0,213
11.5,1.3,9,2017-05-02,1,4,0.0,0.0,402
18.5,1.92,9,2017-05-02,1,1,0.0,0.0,350
15.0,1.26,9,2017-05-02,1,1,0.0,0.0,366
10.0,2.3,9,2017-05-02,1,2,0.0,0.0,405
16.0,2.67,9,2017-05-02,1,1,0.0,0.0,320
5.0,0.84,9,2017-05-02,1,2,0.0,0.0,404
16.0,1.6,9,2017-05-02,1,2,0.0,0.0,397
5.5,0.66,9,2017-05-02,1,1,0.0,0.0,314
8.0,1.33,9,2017-05-02,1,2,0.0,0.0,212
22.0,7.1,9,2017-05-02,1,1,0.0,0.0,481
6.5,0.97,9,2017-05-02,1,1,0.0,0.0,348
9.0,0.9,9,2017-05-02,1,2,0.0,0.0,136
8.5,1.7,9,2017-05-02,1,1,0.0,0.0,312
5.0,0.7,9,2017-05-02,1,1,0.0,0.0,91
5.5,0.5,9,2017-05-02,1,1,0.0,0.0,322
5.5,0.57,9,2017-05-02,1,2,0.0,0.0,323
18.5,4.3,9,2017-05-02,1,1,0.0,0.0,224
6.5,0.8,9,2017-05-02,1,1,0.0,0.0,399
5.5,0.56,9,2017-05-02,1,2,0.0,0.0,392
9.5,1.48,9,2017-05-02,1,1,0.0,0.0,377
9.0,1.4,9,2017-05-02,1,1,0.0,0.0,306
9.5,1.8,9,2017-05-02,1,1,0.0,0.0,399
14.0,1.62,9,2017-05-02,1,1,0.0,0.0,374
40.0,9.11,9,2017-05-02,1,1,0.0,5.76,301
22.0,3.82,9,2017-05-02,1,1,0.0,0.0,401
15.5,4.74,9,2017-05-02,1,1,0.0,0.0,225
10.0,0.89,9,2017-05-02,1,1,0.0,0.0,302
8.0,1.55,9,2017-05-02,1,1,0.0,0.0,380
4.0,0.38,9,2017-05-02,1,1,0.0,0.0,284
14.5,2.22,9,2017-05-02,1,1,0.0,0.0,397
12.5,2.55,9,2017-05-02,1,1,0.0,0.0,399
17.5,5.18,9,2017-05-02,1,1,0.0,0.0,233
24.5,6.77,9,2017-05-02,1,1,0.0,0.0,471
5.0,0.77,9,2017-05-02,1,2,0.0,0.0,324
10.5,1.92,9,2017-05-02,1,1,0.0,0.0,262
6.5,0.76,9,2017-05-02,1,1,0.0,0.0,432
9.5,1.7,9,2017-05-02,1,2,0.0,0.0,344
11.5,2.3,9,2017-05-02,1,1,0.0,0.0,206
10.5,2.21,9,2017-05-02,1,1,0.0,0.0,375
5.5,0.74,9,2017-05-02,1,2,0.0,0.0,270
14.0,2.3,9,2017-05-02,1,1,0.0,0.0,147
7.0,1.18,9,2017-05-02,1,1,0.0,0.0,216
9.5,1.01,9,2017-05-02,1,1,0.0,0.0,499
8.5,1.39,9,2017-05-02,1,1,0.0,0.0,473
